1e1692b,alvisand,12 minutes ago,Base de datos conectada
4be0d4c,alvisand,3 days ago,formulario de contacto añadido, estetica cambiada
75163e5,alice,11 days ago,imágenes añadidas
6925ea9,alice,11 days ago,Formulario de registro y galeria remodelados y enlazados
54e1f25,alice,11 days ago,index remodelado
92b83cc,alice,11 days ago,Codeigniter integrado
30c9383,Alice,11 days ago,Initial commit
